Actual	Predicted	Top1_Prob	Top1_Class	Top2_Prob	Top2_Class	Top3_Prob	Top3_Class
cat	cat	0.6293	cat	0.3509	bird	0.0092	deer
cat	cat	0.3933	cat	0.3277	bird	0.1837	dog
horse	deer	0.9933	deer	0.0036	horse	0.0025	frog
car	car	0.5432	car	0.4250	ship	0.0139	plane
horse	deer	0.6290	deer	0.1360	cat	0.1083	horse
horse	horse	0.9939	horse	0.0059	deer	0.0001	dog
truck	deer	0.7811	deer	0.0763	cat	0.0482	frog
ship	ship	0.9697	ship	0.0111	deer	0.0075	frog
frog	frog	0.8266	frog	0.0483	deer	0.0440	cat
cat	cat	0.5023	cat	0.2194	deer	0.2104	dog
dog	dog	0.7520	dog	0.1483	deer	0.0772	cat
dog	dog	0.6931	dog	0.1410	deer	0.0758	cat
car	frog	0.7493	frog	0.0963	plane	0.0673	cat
frog	cat	0.5922	cat	0.3244	frog	0.0425	deer
bird	bird	0.9580	bird	0.0226	cat	0.0136	plane
horse	cat	0.5916	cat	0.1200	horse	0.0867	deer
ship	ship	0.4421	ship	0.3321	cat	0.1398	deer
deer	deer	0.7718	deer	0.1361	cat	0.0296	bird
cat	cat	0.5445	cat	0.3798	deer	0.0339	dog
cat	deer	0.5597	deer	0.3116	cat	0.1126	dog
dog	bird	0.7158	bird	0.1569	cat	0.0785	dog
truck	ship	0.4362	ship	0.3481	cat	0.1348	deer
frog	ship	0.5613	ship	0.1350	deer	0.1136	frog
ship	ship	0.9526	ship	0.0323	deer	0.0090	cat
dog	cat	0.9546	cat	0.0177	dog	0.0149	frog
car	car	0.9208	car	0.0269	ship	0.0227	plane
plane	ship	0.5583	ship	0.2210	plane	0.1816	deer
frog	frog	0.6642	frog	0.1210	bird	0.1170	cat
horse	cat	0.8331	cat	0.0652	dog	0.0559	bird
plane	cat	0.8045	cat	0.1009	deer	0.0508	plane
truck	deer	0.4797	deer	0.3300	cat	0.0522	truck
frog	frog	0.9910	frog	0.0070	deer	0.0012	cat
bird	plane	0.8238	plane	0.0725	bird	0.0382	cat
plane	cat	0.4051	cat	0.3584	plane	0.1054	deer
ship	ship	0.9979	ship	0.0007	cat	0.0005	plane
horse	horse	0.9976	horse	0.0012	dog	0.0009	deer
car	ship	0.7873	ship	0.0824	car	0.0512	deer
bird	bird	0.7284	bird	0.2393	frog	0.0211	plane
frog	deer	0.7220	deer	0.2040	cat	0.0653	dog
truck	deer	0.5811	deer	0.3679	ship	0.0311	plane
car	frog	0.9666	frog	0.0276	ship	0.0036	car
frog	frog	0.8219	frog	0.0939	bird	0.0528	cat
deer	bird	0.4098	bird	0.3199	deer	0.1595	cat
horse	cat	0.2701	cat	0.2063	bird	0.1878	dog
car	cat	0.7513	cat	0.0898	bird	0.0459	car
truck	deer	0.7408	deer	0.2155	cat	0.0214	dog
plane	plane	0.9897	plane	0.0077	deer	0.0008	frog
plane	ship	0.9312	ship	0.0432	deer	0.0153	plane
dog	deer	0.3703	deer	0.2422	plane	0.1677	bird
bird	bird	0.8077	bird	0.0719	plane	0.0561	horse
ship	deer	0.9845	deer	0.0091	cat	0.0036	ship
cat	plane	0.3502	plane	0.2723	frog	0.1748	cat
ship	ship	0.9962	ship	0.0014	deer	0.0010	cat
bird	deer	0.5940	deer	0.2911	cat	0.0419	ship
ship	ship	0.9787	ship	0.0142	deer	0.0036	plane
deer	deer	0.9827	deer	0.0117	cat	0.0024	bird
plane	plane	0.7741	plane	0.1121	bird	0.0879	cat
ship	cat	0.4936	cat	0.3874	deer	0.0471	bird
cat	cat	0.8371	cat	0.0718	frog	0.0397	bird
frog	cat	0.7349	cat	0.0906	deer	0.0595	dog
car	car	0.5785	car	0.1501	deer	0.1282	ship
bird	bird	0.9899	bird	0.0047	frog	0.0044	cat
cat	cat	0.3641	cat	0.2919	deer	0.2211	dog
plane	cat	0.7763	cat	0.0959	plane	0.0863	bird
dog	cat	0.8697	cat	0.0990	dog	0.0209	bird
plane	plane	0.4212	plane	0.2757	ship	0.2056	deer
deer	deer	0.8529	deer	0.1407	cat	0.0018	frog
car	car	0.2708	car	0.2356	plane	0.1762	ship
horse	cat	0.4453	cat	0.2157	horse	0.1512	deer
bird	bird	0.9960	bird	0.0016	cat	0.0016	plane
plane	ship	0.9526	ship	0.0191	deer	0.0169	cat
car	ship	0.9005	ship	0.0817	deer	0.0051	frog
cat	cat	0.8541	cat	0.0854	dog	0.0483	deer
truck	cat	0.6212	cat	0.1597	truck	0.1067	plane
car	cat	0.4911	cat	0.3316	dog	0.0719	horse
frog	cat	0.9828	cat	0.0090	dog	0.0062	frog
car	ship	0.4699	ship	0.2944	plane	0.1584	car
frog	plane	0.7115	plane	0.1456	frog	0.1054	cat
car	car	0.8460	car	0.1229	ship	0.0186	plane
bird	bird	0.4040	bird	0.3790	cat	0.0964	deer
ship	deer	0.4774	deer	0.3768	ship	0.0627	plane
horse	horse	0.9964	horse	0.0016	dog	0.0008	deer
plane	plane	0.9155	plane	0.0753	bird	0.0036	deer
truck	dog	0.6368	dog	0.1482	cat	0.1329	ship
dog	frog	0.9048	frog	0.0559	cat	0.0244	dog
ship	bird	0.3112	bird	0.2229	deer	0.2168	plane
plane	deer	0.3882	deer	0.3537	ship	0.1150	frog
plane	cat	0.4951	cat	0.3294	plane	0.0740	frog
car	frog	0.4824	frog	0.2370	plane	0.0921	bird
horse	bird	0.4649	bird	0.2716	plane	0.1094	cat
truck	deer	0.6216	deer	0.2141	ship	0.0713	plane
horse	deer	0.4076	deer	0.3334	frog	0.1733	bird
car	cat	0.9034	cat	0.0371	deer	0.0265	plane
truck	ship	0.7231	ship	0.2229	truck	0.0390	deer
bird	bird	0.7287	bird	0.1340	cat	0.0782	plane
car	ship	0.8595	ship	0.1204	car	0.0092	deer
truck	ship	0.6262	ship	0.1384	plane	0.1111	frog
deer	deer	0.8729	deer	0.0311	plane	0.0237	dog
cat	cat	0.9972	cat	0.0015	dog	0.0011	deer
frog	frog	0.9993	frog	0.0006	cat	0.0000	deer
plane	plane	0.8913	plane	0.0270	frog	0.0262	deer
bird	frog	0.7120	frog	0.1613	bird	0.0599	cat
plane	cat	0.5552	cat	0.2859	dog	0.0872	plane
plane	deer	0.5936	deer	0.2580	ship	0.1182	cat
truck	cat	0.9096	cat	0.0532	ship	0.0124	deer
truck	car	0.3296	car	0.2072	dog	0.1799	cat
ship	ship	0.8061	ship	0.1176	plane	0.0587	deer
truck	ship	0.4928	ship	0.3203	deer	0.1230	cat
deer	cat	0.8773	cat	0.0595	deer	0.0182	plane
dog	dog	0.6718	dog	0.2580	cat	0.0611	bird
deer	cat	0.5199	cat	0.1203	deer	0.1092	dog
cat	cat	0.6112	cat	0.1701	deer	0.1065	dog
plane	ship	0.4786	ship	0.3453	cat	0.1086	deer
horse	cat	0.4241	cat	0.3809	dog	0.1791	horse
ship	plane	0.3691	plane	0.2534	cat	0.1789	ship
horse	horse	0.9993	horse	0.0005	dog	0.0001	deer
cat	cat	0.9317	cat	0.0222	plane	0.0211	deer
horse	deer	0.4065	deer	0.2519	cat	0.1488	ship
dog	cat	0.6094	cat	0.3118	deer	0.0397	dog
deer	cat	0.7558	cat	0.1159	deer	0.0344	bird
frog	frog	0.9500	frog	0.0328	cat	0.0070	deer
dog	cat	0.5316	cat	0.4292	dog	0.0269	bird
truck	cat	0.6961	cat	0.1057	dog	0.0855	ship
dog	cat	0.8649	cat	0.0927	bird	0.0163	dog
bird	cat	0.4165	cat	0.3527	bird	0.0840	plane
deer	cat	0.4772	cat	0.4102	deer	0.0738	dog
bird	cat	0.8623	cat	0.1128	bird	0.0219	dog
horse	horse	0.9348	horse	0.0375	deer	0.0136	dog
truck	truck	0.9713	truck	0.0159	car	0.0041	ship
frog	cat	0.4528	cat	0.3724	deer	0.1689	frog
horse	deer	0.9943	deer	0.0044	ship	0.0006	horse
deer	deer	0.9854	deer	0.0055	cat	0.0035	dog
horse	deer	0.6817	deer	0.2823	horse	0.0162	dog
car	deer	0.4154	deer	0.1811	truck	0.1579	car
bird	plane	0.9490	plane	0.0253	bird	0.0115	cat
cat	cat	0.5214	cat	0.2011	frog	0.1146	dog
car	car	0.6980	car	0.1599	ship	0.0577	bird
car	frog	0.8537	frog	0.0357	cat	0.0271	deer
cat	deer	0.6692	deer	0.2229	cat	0.0540	bird
frog	cat	0.9577	cat	0.0388	plane	0.0031	deer
ship	ship	0.8824	ship	0.1080	deer	0.0032	horse
cat	cat	0.3476	cat	0.3313	deer	0.2630	plane
horse	deer	0.4088	deer	0.2940	horse	0.1685	dog
horse	horse	0.9947	horse	0.0031	deer	0.0021	dog
plane	deer	0.5307	deer	0.2294	cat	0.1680	plane
ship	ship	0.9668	ship	0.0149	deer	0.0112	plane
car	ship	0.3954	ship	0.2754	cat	0.0979	deer
dog	cat	0.5623	cat	0.3862	dog	0.0502	bird
bird	bird	0.9902	bird	0.0063	cat	0.0017	deer
dog	deer	0.4164	deer	0.2917	cat	0.1625	frog
dog	bird	0.5100	bird	0.4454	cat	0.0236	deer
cat	cat	0.9027	cat	0.0715	frog	0.0112	bird
frog	frog	0.8849	frog	0.0536	cat	0.0378	bird
cat	cat	0.9420	cat	0.0240	dog	0.0128	bird
dog	cat	0.7250	cat	0.1631	dog	0.0733	bird
truck	ship	0.9158	ship	0.0288	cat	0.0272	deer
ship	ship	0.5048	ship	0.2915	cat	0.0884	deer
deer	deer	0.9825	deer	0.0077	ship	0.0044	cat
frog	cat	0.4806	cat	0.1777	ship	0.1567	dog
ship	ship	0.9912	ship	0.0031	cat	0.0022	plane
plane	plane	0.4285	plane	0.3820	cat	0.0797	ship
deer	deer	0.9235	deer	0.0556	bird	0.0093	cat
car	ship	0.6140	ship	0.2423	car	0.0899	plane
horse	deer	0.9820	deer	0.0075	cat	0.0048	horse
ship	deer	0.4878	deer	0.2844	ship	0.1232	cat
deer	plane	0.5640	plane	0.2250	cat	0.1327	deer
truck	deer	0.9084	deer	0.0612	ship	0.0144	cat
horse	cat	0.4093	cat	0.3672	deer	0.1085	plane
bird	cat	0.6710	cat	0.1385	bird	0.0968	deer
frog	frog	0.9970	frog	0.0024	deer	0.0003	bird
cat	bird	0.3446	bird	0.3143	cat	0.1463	plane
ship	cat	0.3360	cat	0.3211	ship	0.2334	plane
ship	ship	0.9800	ship	0.0161	deer	0.0021	bird
frog	frog	0.9973	frog	0.0019	ship	0.0004	cat
horse	cat	0.6467	cat	0.1475	deer	0.0914	dog
cat	deer	0.5041	deer	0.3667	cat	0.0417	bird
ship	plane	0.7721	plane	0.1417	ship	0.0629	frog
car	ship	0.8678	ship	0.0368	car	0.0361	frog
car	ship	0.3253	ship	0.2470	deer	0.1864	cat
dog	cat	0.6384	cat	0.1608	dog	0.0945	frog
cat	cat	0.9727	cat	0.0248	frog	0.0009	deer
horse	ship	0.9395	ship	0.0268	deer	0.0118	cat
truck	cat	0.9441	cat	0.0362	deer	0.0093	dog
truck	plane	0.2770	plane	0.2630	car	0.2551	ship
truck	plane	0.3684	plane	0.3525	cat	0.1182	truck
ship	ship	0.8921	ship	0.0740	plane	0.0197	cat
dog	horse	0.6777	horse	0.1761	cat	0.0992	dog
truck	ship	0.6639	ship	0.1925	deer	0.0391	cat
truck	frog	0.8628	frog	0.0366	cat	0.0330	ship
frog	frog	0.9904	frog	0.0038	deer	0.0037	cat
ship	ship	0.9767	ship	0.0143	plane	0.0039	truck
ship	ship	0.9426	ship	0.0215	cat	0.0202	plane
deer	deer	0.7518	deer	0.1474	cat	0.0427	ship
ship	ship	0.4037	ship	0.2029	deer	0.1578	cat
car	frog	0.4565	frog	0.2247	cat	0.1647	deer
plane	plane	0.7259	plane	0.1492	cat	0.0552	bird
car	car	0.9820	car	0.0158	cat	0.0006	frog
ship	ship	0.9392	ship	0.0349	deer	0.0148	plane
ship	deer	0.9822	deer	0.0100	ship	0.0056	bird
frog	cat	0.8899	cat	0.0549	frog	0.0159	bird
dog	dog	0.8811	dog	0.1153	cat	0.0020	bird
truck	car	0.5207	car	0.3012	truck	0.0777	cat
plane	plane	0.9966	plane	0.0017	ship	0.0008	deer
frog	frog	0.6144	frog	0.3401	deer	0.0181	ship
car	frog	0.4497	frog	0.2272	deer	0.1551	plane
bird	cat	0.3070	cat	0.2130	frog	0.2102	plane
frog	frog	0.9691	frog	0.0132	cat	0.0078	bird
frog	deer	0.3868	deer	0.2555	frog	0.1554	ship
cat	bird	0.8520	bird	0.1083	cat	0.0279	frog
dog	dog	0.5679	dog	0.4260	cat	0.0039	bird
frog	frog	0.9805	frog	0.0078	cat	0.0059	plane
dog	cat	0.9054	cat	0.0392	plane	0.0169	deer
dog	dog	0.8002	dog	0.1578	deer	0.0203	horse
cat	horse	0.6431	horse	0.1511	dog	0.1280	cat
cat	deer	0.8977	deer	0.0450	ship	0.0278	cat
frog	deer	0.4372	deer	0.2144	dog	0.1885	frog
ship	ship	0.9584	ship	0.0226	deer	0.0131	cat
truck	cat	0.3958	cat	0.1692	car	0.1402	dog
deer	cat	0.4794	cat	0.2909	plane	0.0798	deer
deer	deer	0.5637	deer	0.3557	cat	0.0309	ship
cat	cat	0.9458	cat	0.0224	dog	0.0204	frog
ship	ship	0.5013	ship	0.4141	cat	0.0593	deer
cat	deer	0.6602	deer	0.1644	cat	0.0773	dog
frog	frog	0.8433	frog	0.1002	cat	0.0237	bird
plane	ship	0.7733	ship	0.1117	deer	0.0616	cat
ship	ship	0.8243	ship	0.0722	deer	0.0466	cat
dog	bird	0.4086	bird	0.3935	dog	0.1922	cat
horse	deer	0.5160	deer	0.4837	horse	0.0001	bird
ship	ship	0.6338	ship	0.3580	deer	0.0049	cat
deer	deer	0.9604	deer	0.0373	cat	0.0008	frog
frog	cat	0.5080	cat	0.1432	deer	0.1345	ship
dog	dog	0.5479	dog	0.4223	cat	0.0217	bird
cat	horse	0.9087	horse	0.0584	dog	0.0239	cat
car	car	0.6206	car	0.1866	cat	0.1164	frog
ship	ship	0.9096	ship	0.0704	deer	0.0079	plane
cat	bird	0.5643	bird	0.3027	cat	0.0423	dog
plane	ship	0.4370	ship	0.2017	plane	0.1811	deer
deer	bird	0.9446	bird	0.0257	plane	0.0162	cat
deer	deer	0.9938	deer	0.0035	horse	0.0017	cat
cat	cat	0.9556	cat	0.0353	dog	0.0079	deer
cat	cat	0.9654	cat	0.0123	frog	0.0085	dog
dog	deer	0.5710	deer	0.2596	dog	0.1038	cat
cat	cat	0.9420	cat	0.0291	plane	0.0166	frog
cat	cat	0.4999	cat	0.3862	frog	0.0451	deer
bird	deer	0.4067	deer	0.2338	bird	0.1677	plane
horse	dog	0.3955	dog	0.2697	bird	0.1510	horse
horse	horse	0.9589	horse	0.0221	dog	0.0117	deer
ship	ship	0.9818	ship	0.0094	frog	0.0066	cat
bird	deer	0.9740	deer	0.0191	cat	0.0030	bird
plane	plane	0.9965	plane	0.0018	ship	0.0007	bird
dog	dog	0.9995	dog	0.0003	cat	0.0001	horse
dog	dog	0.4626	dog	0.2339	cat	0.1407	frog
frog	frog	0.8424	frog	0.0856	cat	0.0711	dog
car	car	0.9263	car	0.0521	ship	0.0046	cat
car	car	0.8118	car	0.1017	deer	0.0328	truck
cat	cat	0.9732	cat	0.0160	dog	0.0068	deer
truck	cat	0.5109	cat	0.1745	truck	0.1467	ship
truck	cat	0.8451	cat	0.0813	deer	0.0216	ship
cat	cat	0.4404	cat	0.2783	bird	0.2423	frog
frog	cat	0.6877	cat	0.1174	frog	0.0804	deer
horse	horse	0.9994	horse	0.0003	dog	0.0002	deer
car	ship	0.9518	ship	0.0265	deer	0.0174	plane
ship	ship	0.7485	ship	0.1038	deer	0.0792	cat
cat	cat	0.8164	cat	0.1037	deer	0.0507	frog
truck	ship	0.8827	ship	0.0431	truck	0.0352	deer
ship	cat	0.3919	cat	0.2894	frog	0.1366	deer
horse	deer	0.9971	deer	0.0016	horse	0.0006	cat
ship	ship	0.8499	ship	0.0700	deer	0.0399	cat
ship	cat	0.9709	cat	0.0164	ship	0.0084	bird
plane	plane	0.9313	plane	0.0332	cat	0.0239	frog
cat	cat	0.9724	cat	0.0194	bird	0.0043	frog
bird	bird	0.5347	bird	0.3120	dog	0.0737	horse
deer	deer	0.6083	deer	0.3642	cat	0.0136	dog
ship	cat	0.3411	cat	0.2483	ship	0.1354	deer
horse	horse	0.9994	horse	0.0005	deer	0.0001	dog
dog	plane	0.4316	plane	0.3096	cat	0.1384	ship
horse	horse	0.9392	horse	0.0300	dog	0.0202	deer
car	frog	0.5867	frog	0.1919	deer	0.1034	bird
ship	ship	0.8117	ship	0.0894	cat	0.0623	plane
horse	horse	0.7896	horse	0.2083	deer	0.0009	dog
cat	frog	0.7430	frog	0.0941	cat	0.0789	plane
dog	frog	0.8985	frog	0.0750	cat	0.0175	dog
deer	deer	0.7102	deer	0.1907	horse	0.0464	cat
deer	deer	0.3086	deer	0.2181	horse	0.1455	bird
cat	cat	0.8158	cat	0.1752	dog	0.0040	bird
ship	ship	0.6082	ship	0.2465	cat	0.0852	plane
frog	frog	0.9999	frog	0.0000	plane	0.0000	ship
car	plane	0.5331	plane	0.4122	ship	0.0327	deer
car	ship	0.8271	ship	0.0771	plane	0.0310	deer
frog	frog	0.3805	frog	0.2277	deer	0.1418	ship
cat	bird	0.6963	bird	0.1856	cat	0.0738	deer
bird	cat	0.6545	cat	0.0910	plane	0.0814	ship
bird	deer	0.7236	deer	0.1887	plane	0.0582	bird
ship	ship	0.9854	ship	0.0078	bird	0.0063	cat
truck	deer	0.8529	deer	0.0620	truck	0.0329	cat
ship	ship	0.9132	ship	0.0816	deer	0.0016	plane
cat	cat	0.9695	cat	0.0120	dog	0.0102	bird
cat	cat	0.4214	cat	0.2692	plane	0.2272	bird
ship	deer	0.3416	deer	0.2183	ship	0.2003	cat
car	cat	0.4390	cat	0.1501	deer	0.1456	frog
car	cat	0.3481	cat	0.1741	deer	0.1676	bird
plane	deer	0.9165	deer	0.0404	plane	0.0281	bird
dog	cat	0.5660	cat	0.2611	dog	0.0803	deer
bird	plane	0.5338	plane	0.1820	ship	0.1349	cat
plane	ship	0.8133	ship	0.0747	deer	0.0557	plane
dog	cat	0.8503	cat	0.1486	dog	0.0006	deer
plane	bird	0.5703	bird	0.3694	cat	0.0176	frog
dog	cat	0.6881	cat	0.2668	deer	0.0190	dog
ship	frog	0.3448	frog	0.3264	cat	0.1760	bird
frog	deer	0.7081	deer	0.1568	frog	0.1082	cat
cat	frog	0.6004	frog	0.3760	cat	0.0171	dog
truck	deer	0.4751	deer	0.2489	cat	0.2384	ship
frog	frog	0.7638	frog	0.2205	deer	0.0073	cat
frog	frog	0.9935	frog	0.0021	plane	0.0015	cat
cat	dog	0.5617	dog	0.2904	cat	0.1034	deer
truck	ship	0.9420	ship	0.0199	deer	0.0189	plane
deer	deer	0.9969	deer	0.0021	bird	0.0006	cat
ship	plane	0.6842	plane	0.2690	ship	0.0202	cat
cat	cat	0.8961	cat	0.0951	dog	0.0061	horse
deer	deer	0.3986	deer	0.3723	cat	0.1660	bird
cat	dog	0.5884	dog	0.4061	cat	0.0024	horse
car	deer	0.9838	deer	0.0057	cat	0.0039	ship
car	deer	0.4259	deer	0.2459	bird	0.0846	ship
bird	plane	0.3477	plane	0.2364	bird	0.2252	ship
truck	ship	0.6425	ship	0.1383	truck	0.0652	deer
horse	bird	0.9195	bird	0.0541	deer	0.0205	cat
ship	ship	0.7354	ship	0.2367	cat	0.0177	deer
dog	dog	0.9976	dog	0.0022	cat	0.0001	bird
dog	bird	0.7762	bird	0.1828	dog	0.0306	horse
ship	ship	0.9786	ship	0.0096	cat	0.0071	deer
frog	deer	0.8154	deer	0.1223	frog	0.0288	cat
truck	ship	0.8364	ship	0.0798	bird	0.0419	deer
plane	cat	0.3712	cat	0.3178	frog	0.1668	plane
ship	ship	0.9991	ship	0.0004	plane	0.0002	deer
cat	cat	0.4787	cat	0.3232	plane	0.0742	dog
dog	cat	0.5422	cat	0.2860	bird	0.1250	dog
car	ship	0.7804	ship	0.1837	deer	0.0207	cat
cat	cat	0.6852	cat	0.2818	bird	0.0231	dog
cat	cat	0.9756	cat	0.0153	dog	0.0040	deer
dog	deer	0.9814	deer	0.0132	cat	0.0020	ship
dog	deer	0.8710	deer	0.0668	cat	0.0377	horse
cat	ship	0.3813	ship	0.3182	plane	0.2033	cat
ship	ship	0.6952	ship	0.2298	cat	0.0208	bird
car	ship	0.5392	ship	0.1519	deer	0.1322	bird
deer	plane	0.5161	plane	0.4123	cat	0.0221	deer
frog	frog	0.7702	frog	0.1192	deer	0.0742	ship
deer	deer	0.7144	deer	0.1597	plane	0.0693	bird
bird	bird	0.9879	bird	0.0063	cat	0.0046	dog
deer	deer	0.8205	deer	0.0937	cat	0.0301	bird
cat	cat	0.8628	cat	0.0939	deer	0.0264	bird
ship	ship	0.7379	ship	0.1973	cat	0.0425	deer
truck	ship	0.3854	ship	0.3775	plane	0.1177	truck
frog	cat	0.8365	cat	0.1435	frog	0.0079	dog
frog	frog	0.7754	frog	0.1956	cat	0.0164	deer
frog	cat	0.3354	cat	0.3144	deer	0.1458	plane
dog	deer	0.9826	deer	0.0154	cat	0.0013	dog
dog	deer	0.4698	deer	0.2383	cat	0.0935	plane
bird	bird	0.8185	bird	0.0861	cat	0.0737	deer
horse	horse	0.9975	horse	0.0012	dog	0.0007	deer
horse	deer	0.9649	deer	0.0307	ship	0.0017	horse
deer	deer	0.7325	deer	0.2121	cat	0.0264	frog
deer	cat	0.5764	cat	0.1805	plane	0.1498	deer
truck	deer	0.9928	deer	0.0021	cat	0.0019	bird
cat	deer	0.5424	deer	0.2767	cat	0.1646	dog
ship	ship	0.6411	ship	0.2185	bird	0.1027	plane
cat	cat	0.6086	cat	0.1559	deer	0.0878	ship
horse	deer	0.4908	deer	0.4211	horse	0.0487	cat
horse	deer	0.8283	deer	0.1512	cat	0.0087	dog
ship	deer	0.7058	deer	0.2389	ship	0.0396	plane
dog	dog	0.9680	dog	0.0276	cat	0.0017	bird
cat	deer	0.5219	deer	0.3869	cat	0.0278	ship
truck	cat	0.6051	cat	0.1672	dog	0.1572	deer
car	cat	0.6757	cat	0.2161	frog	0.0477	bird
frog	deer	0.3917	deer	0.2672	frog	0.2635	cat
horse	cat	0.7406	cat	0.1030	dog	0.0747	bird
cat	cat	0.7705	cat	0.1860	dog	0.0254	frog
cat	cat	0.8435	cat	0.1054	frog	0.0426	bird
cat	cat	0.8487	cat	0.0654	deer	0.0549	ship
ship	ship	0.9609	ship	0.0180	deer	0.0086	cat
dog	bird	0.7115	bird	0.1850	cat	0.0329	deer
frog	frog	0.4218	frog	0.3085	cat	0.1281	bird
car	ship	0.4529	ship	0.2512	deer	0.1545	plane
cat	cat	0.8911	cat	0.0703	bird	0.0195	deer
horse	cat	0.4407	cat	0.3593	deer	0.1103	frog
truck	dog	0.8455	dog	0.1155	cat	0.0179	deer
frog	cat	0.8472	cat	0.1218	frog	0.0297	dog
car	car	0.6445	car	0.2070	cat	0.1149	ship
frog	frog	0.8545	frog	0.1147	cat	0.0137	bird
deer	deer	0.9870	deer	0.0091	ship	0.0014	cat
truck	deer	0.9200	deer	0.0376	ship	0.0235	horse
plane	ship	0.4146	ship	0.3693	plane	0.1393	deer
dog	cat	0.8559	cat	0.0636	dog	0.0357	bird
horse	horse	0.9234	horse	0.0711	deer	0.0037	ship
deer	deer	0.9465	deer	0.0463	cat	0.0024	plane
truck	truck	0.9388	truck	0.0476	ship	0.0056	plane
car	car	0.8882	car	0.0501	cat	0.0358	plane
plane	plane	0.4314	plane	0.3092	cat	0.1681	deer
plane	plane	0.8585	plane	0.0471	bird	0.0368	ship
bird	frog	0.6597	frog	0.1550	cat	0.1085	deer
horse	horse	0.6547	horse	0.3100	deer	0.0152	dog
ship	deer	0.4277	deer	0.3217	cat	0.1066	bird
cat	cat	0.4994	cat	0.3614	deer	0.0850	dog
bird	cat	0.7675	cat	0.1736	dog	0.0505	bird
horse	deer	0.9994	deer	0.0002	horse	0.0002	ship
frog	cat	0.7624	cat	0.1961	frog	0.0272	bird
car	car	0.9576	car	0.0340	ship	0.0043	plane
frog	frog	0.4571	frog	0.3507	cat	0.1151	deer
frog	plane	0.5199	plane	0.1812	frog	0.0900	deer
deer	deer	0.8115	deer	0.1515	plane	0.0202	cat
deer	plane	0.4480	plane	0.1876	ship	0.1657	frog
bird	bird	0.9891	bird	0.0043	cat	0.0032	plane
car	deer	0.8821	deer	0.1020	cat	0.0140	dog
ship	ship	0.9888	ship	0.0082	deer	0.0010	cat
deer	deer	0.9986	deer	0.0007	cat	0.0003	ship
deer	deer	0.9987	deer	0.0004	frog	0.0004	cat
horse	horse	0.4568	horse	0.2638	dog	0.1215	bird
ship	ship	0.9744	ship	0.0140	deer	0.0075	cat
dog	deer	0.9610	deer	0.0236	cat	0.0076	dog
ship	ship	0.9946	ship	0.0019	cat	0.0015	deer
truck	ship	0.9451	ship	0.0520	truck	0.0011	plane
deer	deer	0.6025	deer	0.3308	cat	0.0377	plane
cat	cat	0.9817	cat	0.0099	dog	0.0029	plane
bird	plane	0.5035	plane	0.1631	bird	0.1223	cat
bird	cat	0.8969	cat	0.0996	bird	0.0013	deer
truck	ship	0.9616	ship	0.0299	deer	0.0045	cat
cat	deer	0.9540	deer	0.0327	cat	0.0038	ship
plane	ship	0.5191	ship	0.3923	deer	0.0568	plane
car	ship	0.7172	ship	0.1401	plane	0.0754	deer
car	car	0.4587	car	0.2099	cat	0.1492	deer
car	plane	0.3575	plane	0.3411	ship	0.1441	deer
car	cat	0.3841	cat	0.3583	deer	0.1106	bird
frog	frog	0.8879	frog	0.1025	cat	0.0035	dog
ship	ship	0.9922	ship	0.0028	deer	0.0021	cat
horse	ship	0.3654	ship	0.2361	cat	0.2339	deer
car	cat	0.4806	cat	0.3522	deer	0.0822	plane
cat	cat	0.9094	cat	0.0550	bird	0.0305	dog
plane	cat	0.4959	cat	0.2529	plane	0.1027	ship
deer	deer	0.7915	deer	0.1808	cat	0.0131	bird
dog	cat	0.9437	cat	0.0413	dog	0.0120	deer
plane	ship	0.5300	ship	0.4132	plane	0.0238	deer
cat	bird	0.4423	bird	0.2955	dog	0.1763	cat
plane	plane	0.7175	plane	0.1425	cat	0.0630	bird
frog	frog	0.6425	frog	0.1490	cat	0.1215	deer
bird	bird	0.8144	bird	0.1392	plane	0.0180	frog
plane	deer	0.8676	deer	0.0583	plane	0.0434	cat
truck	truck	0.4163	truck	0.2771	ship	0.1005	deer
ship	deer	0.5638	deer	0.3410	ship	0.0509	plane
frog	cat	0.5841	cat	0.3440	deer	0.0363	dog
ship	cat	0.7927	cat	0.1267	deer	0.0589	bird
dog	cat	0.8154	cat	0.1170	deer	0.0580	dog
ship	ship	0.8300	ship	0.0770	deer	0.0423	cat
bird	deer	0.5852	deer	0.2442	cat	0.0862	bird
truck	deer	0.5234	deer	0.2241	ship	0.1373	bird
frog	frog	0.9998	frog	0.0001	cat	0.0001	bird
plane	plane	0.9371	plane	0.0525	ship	0.0040	deer
frog	frog	0.6209	frog	0.2380	cat	0.0460	bird
car	ship	0.2734	ship	0.2296	horse	0.2044	deer
ship	deer	0.4583	deer	0.4521	ship	0.0503	cat
horse	cat	0.5762	cat	0.2508	bird	0.0612	plane
cat	bird	0.3878	bird	0.3770	cat	0.1218	frog
bird	bird	0.8833	bird	0.0934	cat	0.0178	dog
bird	cat	0.7219	cat	0.2583	bird	0.0085	deer
frog	frog	0.7045	frog	0.2470	cat	0.0189	deer
dog	cat	0.8696	cat	0.0616	frog	0.0438	dog
frog	deer	0.9877	deer	0.0053	cat	0.0032	frog
truck	bird	0.8304	bird	0.0996	ship	0.0333	truck
bird	cat	0.8870	cat	0.0610	dog	0.0247	bird
